Index,Label
41167,Pushing Hand Away
41168,Zooming In With Full Hand
41169,Doing other things
41170,Swiping Down
41171,Shaking Hand
41172,Pushing Hand Away
41173,Thumb Down
41174,Pulling Hand In
41175,Stop Sign
41176,Thumb Up
41177,Sliding Two Fingers Left
41178,Sliding Two Fingers Up
41179,Rolling Hand Forward
41180,Doing other things
41181,Sliding Two Fingers Right
41182,Swiping Down
41183,Zooming Out With Full Hand
41184,Rolling Hand Backward
41185,Zooming Out With Two Fingers
41186,Zooming In With Full Hand
41187,Turning Hand Clockwise
41188,Doing other things
41189,Shaking Hand
41190,Doing other things
41191,Pushing Hand Away
41192,Doing other things
41193,Doing other things
41194,Thumb Down
41195,Turning Hand Clockwise
41196,Turning Hand Clockwise
41197,Sliding Two Fingers Up
41198,Doing other things
41199,Drumming Fingers
41200,Rolling Hand Forward
41201,No gesture
41202,Zooming In With Full Hand
41204,Stop Sign
41205,Sliding Two Fingers Down
41206,Sliding Two Fingers Up
41207,Doing other things
41208,Zooming Out With Full Hand
41209,Zooming In With Full Hand
41211,Pushing Hand Away
41212,Zooming Out With Two Fingers
41214,Pushing Two Fingers Away
41215,Sliding Two Fingers Up
41216,Thumb Down
41217,No gesture
41219,Pushing Two Fingers Away
41220,Sliding Two Fingers Down
41221,No gesture
41222,Swiping Up
41223,Turning Hand Clockwise
41224,Sliding Two Fingers Down
41225,Drumming Fingers
41227,Doing other things
41228,Zooming In With Two Fingers
41229,Pulling Hand In
41230,Thumb Up
41231,Swiping Right
41234,Shaking Hand
41235,Pulling Two Fingers In
41237,Sliding Two Fingers Right
41238,Thumb Down
41239,Shaking Hand
41240,Turning Hand Clockwise
41241,Swiping Left
41242,Swiping Right
41243,Zooming Out With Full Hand
41244,Sliding Two Fingers Left
41245,Zooming In With Full Hand
41246,Stop Sign
41247,Zooming In With Full Hand
41248,Swiping Down
41250,Zooming In With Full Hand
41251,No gesture
41252,Turning Hand Clockwise
41253,Swiping Up
41254,Doing other things
41255,Doing other things
41256,Sliding Two Fingers Down
41257,Turning Hand Counterclockwise
41258,Doing other things
41259,Rolling Hand Forward
41260,Pulling Hand In
41261,Rolling Hand Forward
41262,Thumb Down
41263,Swiping Right
41264,Pushing Hand Away
41265,Turning Hand Clockwise
41266,Doing other things
41267,Pushing Hand Away
41268,Sliding Two Fingers Right
41269,Thumb Down
41270,Swiping Right
41271,Zooming Out With Full Hand
41272,Sliding Two Fingers Right
41273,Doing other things
41274,Turning Hand Clockwise
41275,Sliding Two Fingers Down
41276,Doing other things
41277,Swiping Up
41278,Doing other things
41279,Doing other things
41281,Pulling Hand In
41282,Rolling Hand Backward
41283,No gesture
41285,Zooming In With Two Fingers
41286,Sliding Two Fingers Up
41287,Turning Hand Clockwise
41288,Rolling Hand Forward
41289,Sliding Two Fingers Down
41290,Thumb Up
41291,Shaking Hand
41293,Sliding Two Fingers Left
41294,Turning Hand Counterclockwise
41295,Zooming In With Two Fingers
41296,Sliding Two Fingers Right
41297,Zooming In With Full Hand
41298,Thumb Up
41299,Doing other things
41301,Stop Sign
41302,Zooming In With Full Hand
41303,No gesture
41304,Sliding Two Fingers Right
41305,Zooming Out With Two Fingers
41306,Rolling Hand Forward
41307,Doing other things
41309,Pushing Two Fingers Away
41310,Sliding Two Fingers Right
41311,Drumming Fingers
41313,Shaking Hand
41314,Sliding Two Fingers Left
41315,Sliding Two Fingers Right
41316,Swiping Right
41317,Rolling Hand Backward
41318,Swiping Down
41319,Rolling Hand Backward
41320,Pushing Two Fingers Away
41321,Drumming Fingers
41322,Drumming Fingers
41323,No gesture
41324,Rolling Hand Forward
41325,Pulling Hand In
41327,Pushing Two Fingers Away
41328,Sliding Two Fingers Right
41329,Sliding Two Fingers Up
41330,Pushing Two Fingers Away
41331,Pulling Two Fingers In
41332,Sliding Two Fingers Up
41333,Pulling Two Fingers In
41334,Pulling Hand In
41335,Shaking Hand
41336,Zooming Out With Full Hand
41337,Zooming In With Full Hand
41338,Doing other things
41339,Zooming Out With Full Hand
41340,Sliding Two Fingers Right
41342,Doing other things
41343,Doing other things
41344,Swiping Up
41345,Swiping Left
41346,Rolling Hand Forward
41347,Turning Hand Clockwise
41348,Zooming Out With Two Fingers
41349,Swiping Down
41350,Swiping Left
41351,Thumb Down
41352,Pulling Hand In
41353,Stop Sign
41354,Thumb Up
41355,Zooming Out With Two Fingers
41356,Sliding Two Fingers Left
41357,Pulling Two Fingers In
41358,Pulling Hand In
41359,Swiping Right
41360,Rolling Hand Forward
41361,Sliding Two Fingers Left
41364,Zooming Out With Full Hand
41365,Zooming In With Two Fingers
41366,Sliding Two Fingers Up
41367,Pushing Two Fingers Away
41368,Zooming Out With Two Fingers
41369,Sliding Two Fingers Up
41370,Swiping Up
41371,Stop Sign
41372,Thumb Up
41374,Thumb Up
41375,Pulling Hand In
41376,Swiping Left
41377,Zooming Out With Two Fingers
41378,Doing other things
41379,Turning Hand Counterclockwise
41380,Sliding Two Fingers Right
41381,Zooming In With Full Hand
41382,No gesture
41383,Doing other things
41384,Sliding Two Fingers Left
41385,Rolling Hand Forward
41387,No gesture
41388,Thumb Down
41389,Zooming In With Full Hand
41390,Pulling Hand In
41391,Sliding Two Fingers Down
41392,Sliding Two Fingers Right
41393,Sliding Two Fingers Up
41395,Swiping Left
41396,Swiping Up
41397,Drumming Fingers
41398,Rolling Hand Backward
41399,Swiping Up
41400,Doing other things
41401,Pushing Two Fingers Away
41402,Rolling Hand Forward
41403,Doing other things
41404,Pulling Hand In
41405,Zooming In With Two Fingers
41406,Sliding Two Fingers Down
41407,Pushing Two Fingers Away
41408,Swiping Down
41409,Pushing Two Fingers Away
41411,Sliding Two Fingers Up
41412,Doing other things
41413,Zooming In With Full Hand
41414,Doing other things
41415,Doing other things
41416,Drumming Fingers
41417,Swiping Down
41418,Swiping Down
41419,Stop Sign
41420,Turning Hand Clockwise
41421,Pushing Hand Away
41422,Zooming In With Full Hand
41423,Turning Hand Counterclockwise
41424,Zooming In With Full Hand
41425,Sliding Two Fingers Up
41426,Swiping Down
41427,Pulling Two Fingers In
41428,Sliding Two Fingers Right
41429,Zooming Out With Full Hand
41430,Turning Hand Clockwise
41431,Sliding Two Fingers Up
41432,Pushing Hand Away
41433,Zooming Out With Two Fingers
41434,Shaking Hand
41435,Swiping Right
41437,Swiping Right
41438,Pulling Hand In
41439,Doing other things
41440,Turning Hand Counterclockwise
41441,Zooming In With Full Hand
41443,Sliding Two Fingers Down
41444,Sliding Two Fingers Right
41445,Rolling Hand Forward
41446,Swiping Up
41447,Pushing Hand Away
41449,Thumb Down
41450,Stop Sign
41451,Pushing Hand Away
41452,Rolling Hand Backward
41453,Sliding Two Fingers Up
41454,Swiping Right
41455,Sliding Two Fingers Up
41456,Drumming Fingers
41457,Pulling Hand In
41458,Zooming In With Two Fingers
41459,Pulling Hand In
41460,Doing other things
41461,Drumming Fingers
41462,Zooming In With Full Hand
41463,Swiping Up
41464,Pulling Two Fingers In
41465,Rolling Hand Forward
41466,Pushing Hand Away
41467,Doing other things
41468,Thumb Down
41469,Pulling Hand In
41470,Pushing Hand Away
41471,Drumming Fingers
41472,Sliding Two Fingers Left
41473,Zooming In With Two Fingers
41477,Rolling Hand Backward
41478,Sliding Two Fingers Down
41479,Swiping Up
41480,Swiping Down
41481,Zooming In With Full Hand
41482,Stop Sign
41483,Pushing Hand Away
41484,Sliding Two Fingers Up
41485,Swiping Right
41486,Drumming Fingers
41487,Swiping Up
41488,Swiping Right
41489,Pulling Two Fingers In
41490,Drumming Fingers
41491,Zooming Out With Two Fingers
41493,No gesture
41494,Shaking Hand
41495,Pushing Hand Away
41496,Zooming In With Two Fingers
41498,No gesture
41499,Thumb Up
41500,Swiping Right
41501,Shaking Hand
41502,Sliding Two Fingers Down
41503,No gesture
41504,Pushing Hand Away
41505,Turning Hand Clockwise
41506,Doing other things
41507,Pulling Hand In
41508,Rolling Hand Backward
41509,Shaking Hand
41510,Turning Hand Counterclockwise
41511,Zooming In With Two Fingers
41512,Doing other things
41513,Turning Hand Counterclockwise
41514,Swiping Left
41515,Pushing Hand Away
41516,Thumb Up
41517,Pulling Hand In
41518,Swiping Down
41519,Shaking Hand
41520,Shaking Hand
41521,Pushing Two Fingers Away
41522,Swiping Right
41523,Turning Hand Clockwise
41524,Thumb Up
41525,Sliding Two Fingers Left
41526,Sliding Two Fingers Left
41527,No gesture
41528,Zooming Out With Two Fingers
41529,Thumb Down
41530,Thumb Up
41531,Turning Hand Clockwise
41532,Shaking Hand
41533,Pulling Two Fingers In
41535,Sliding Two Fingers Down
41536,Sliding Two Fingers Up
41538,Pushing Two Fingers Away
41539,Sliding Two Fingers Up
41540,Zooming Out With Full Hand
41541,Swiping Left
41543,Rolling Hand Backward
41544,Swiping Up
41545,Rolling Hand Backward
41546,Zooming Out With Two Fingers
41547,Drumming Fingers
41549,Zooming Out With Full Hand
41550,Shaking Hand
41551,Doing other things
41552,Swiping Down
41553,Swiping Down
41554,Shaking Hand
41555,Pushing Two Fingers Away
41556,Doing other things
41557,Pushing Two Fingers Away
41558,Zooming In With Full Hand
41559,Zooming In With Two Fingers
41560,Sliding Two Fingers Down
41561,Doing other things
41562,Swiping Up
41563,Swiping Left
41564,Pulling Two Fingers In
41565,Zooming In With Two Fingers
41566,Thumb Down
41567,Doing other things
41569,Zooming In With Two Fingers
41570,Sliding Two Fingers Down
41571,Zooming Out With Two Fingers
41572,Pushing Two Fingers Away
41573,Swiping Right
41574,Rolling Hand Forward
41575,Thumb Up
41576,Sliding Two Fingers Right
41578,Thumb Up
41579,Doing other things
41580,Doing other things
41581,Zooming In With Full Hand
41582,Sliding Two Fingers Up
41583,Pushing Two Fingers Away
41584,Zooming Out With Full Hand
41586,Zooming In With Two Fingers
41587,Doing other things
41588,Turning Hand Counterclockwise
41589,Thumb Down
41590,Pulling Two Fingers In
41591,Zooming Out With Full Hand
41592,Pulling Hand In
41593,Pulling Two Fingers In
41594,Pushing Two Fingers Away
41595,Thumb Up
41597,Rolling Hand Backward
41598,Turning Hand Clockwise
41599,Zooming Out With Two Fingers
41600,Zooming Out With Full Hand
41601,Pulling Hand In
41604,Swiping Down
41605,No gesture
41606,Rolling Hand Backward
41607,Pulling Hand In
41608,Swiping Down
41609,Rolling Hand Backward
41610,Swiping Right
41611,Swiping Up
41612,Rolling Hand Forward
41614,Sliding Two Fingers Down
41615,Pushing Two Fingers Away
41616,No gesture
41617,Thumb Down
41618,Pushing Two Fingers Away
41619,Zooming In With Two Fingers
41620,Doing other things
41621,Doing other things
41622,Stop Sign
41623,Sliding Two Fingers Right
41624,Shaking Hand
41625,Swiping Right
41626,Zooming Out With Two Fingers
41627,Sliding Two Fingers Up
41628,Doing other things
41629,Rolling Hand Forward
41630,Shaking Hand
41631,Stop Sign
41632,Swiping Up
41633,Doing other things
41634,Doing other things
41635,Turning Hand Clockwise
41636,No gesture
41637,Pushing Hand Away
41638,Drumming Fingers
41639,Doing other things
41640,Doing other things
41641,Thumb Up
41642,Thumb Down
41643,Pulling Hand In
41644,Sliding Two Fingers Left
41646,Thumb Down
41647,Pulling Hand In
41648,Thumb Up
41649,Doing other things
41650,Swiping Down
41651,Sliding Two Fingers Up
41652,Sliding Two Fingers Left
41653,Sliding Two Fingers Down
41654,Sliding Two Fingers Down
41655,Drumming Fingers
41656,Doing other things
41657,Swiping Down
41658,Stop Sign
41660,Shaking Hand
41661,Doing other things
41662,Thumb Up
41663,No gesture
41664,Thumb Up
41665,Rolling Hand Backward
41666,Pushing Hand Away
41667,Swiping Left
41668,Doing other things
41669,Doing other things
41670,Zooming Out With Full Hand
41671,Sliding Two Fingers Down
41672,No gesture
41673,Doing other things
41674,Pulling Two Fingers In
41675,No gesture
41676,Sliding Two Fingers Right
41677,Pulling Hand In
41678,Swiping Down
41679,Sliding Two Fingers Down
41680,Sliding Two Fingers Down
41681,Stop Sign
41683,Doing other things
41684,Drumming Fingers
41685,Rolling Hand Backward
41686,Swiping Down
41687,Doing other things
41688,Pushing Hand Away
41689,Sliding Two Fingers Left
41690,Swiping Left
41691,Rolling Hand Backward
41692,Zooming Out With Full Hand
41693,Doing other things
41694,Pulling Hand In
41695,Drumming Fingers
41696,Swiping Up
41697,Sliding Two Fingers Up
41701,Sliding Two Fingers Up
41702,Pushing Two Fingers Away
41703,Shaking Hand
41704,Zooming In With Full Hand
41705,Thumb Up
41706,Zooming Out With Two Fingers
41707,Sliding Two Fingers Up
41708,No gesture
41709,Pushing Two Fingers Away
41710,Zooming In With Two Fingers
41711,Doing other things
41712,No gesture
41714,Thumb Down
41716,Shaking Hand
41717,Pulling Two Fingers In
41718,Thumb Down
41719,Rolling Hand Forward
41720,Rolling Hand Forward
41721,Zooming In With Two Fingers
41722,Zooming Out With Full Hand
41724,Pushing Two Fingers Away
41725,Rolling Hand Backward
41726,Thumb Up
41728,Swiping Up
41729,Drumming Fingers
41730,Zooming Out With Full Hand
41731,Turning Hand Counterclockwise
41733,Drumming Fingers
41734,Pushing Hand Away
41735,Drumming Fingers
41737,Doing other things
41738,Zooming In With Full Hand
41739,Sliding Two Fingers Down
41740,Pushing Hand Away
41741,Sliding Two Fingers Right
41742,Pulling Hand In
41743,Pushing Hand Away
41744,Stop Sign
41745,Thumb Down
41746,Zooming Out With Two Fingers
41747,Sliding Two Fingers Up
41748,Drumming Fingers
41749,Sliding Two Fingers Down
41750,Zooming In With Two Fingers
41751,Thumb Up
41752,Thumb Up
41753,Turning Hand Counterclockwise
41754,Doing other things
41755,Doing other things
41756,Pulling Hand In
41757,No gesture
41758,Swiping Right
41759,Rolling Hand Backward
41760,Zooming Out With Full Hand
41761,Swiping Up
41762,Stop Sign
41763,Stop Sign
41764,Drumming Fingers
41765,No gesture
41766,Pulling Hand In
41767,Swiping Left
41768,Rolling Hand Backward
41769,Rolling Hand Backward
41770,Pulling Two Fingers In
41771,Swiping Right
41772,Zooming Out With Full Hand
41773,Turning Hand Clockwise
41774,Swiping Right
41776,Pushing Hand Away
41777,Sliding Two Fingers Right
41778,Pushing Hand Away
41779,Rolling Hand Backward
41780,Swiping Left
41781,Shaking Hand
41782,Zooming Out With Full Hand
41783,Swiping Down
41784,Zooming In With Two Fingers
41785,Sliding Two Fingers Left
41786,Thumb Up
41788,Sliding Two Fingers Down
41789,Sliding Two Fingers Right
41790,Sliding Two Fingers Right
41791,Thumb Up
41792,Rolling Hand Forward
41793,Swiping Right
41794,Sliding Two Fingers Up
41795,Zooming In With Two Fingers
41796,Zooming In With Two Fingers
41797,Doing other things
41798,Swiping Right
41800,Doing other things
41801,Rolling Hand Forward
41802,Sliding Two Fingers Right
41803,Swiping Left
41804,Sliding Two Fingers Down
41805,Stop Sign
41806,Zooming Out With Full Hand
41807,Turning Hand Counterclockwise
41808,Pushing Hand Away
41809,Doing other things
41811,Rolling Hand Backward
41812,Stop Sign
41814,Drumming Fingers
41815,Pushing Hand Away
41816,Sliding Two Fingers Left
41817,Thumb Up
41819,Swiping Down
41820,Sliding Two Fingers Down
41821,Zooming Out With Full Hand
41822,Rolling Hand Forward
41823,Rolling Hand Forward
41824,No gesture
41825,Rolling Hand Forward
41826,Sliding Two Fingers Up
41827,Doing other things
41828,Turning Hand Clockwise
41829,Swiping Down
41830,Doing other things
41832,Zooming In With Full Hand
41834,Swiping Down
41835,Swiping Up
41836,Thumb Up
41838,Turning Hand Clockwise
41839,Swiping Left
41840,Swiping Right
41841,Swiping Down
41844,Turning Hand Counterclockwise
41845,Stop Sign
41846,Sliding Two Fingers Right
41847,Thumb Up
41848,Thumb Up
41849,Sliding Two Fingers Up
41850,Drumming Fingers
41851,Pushing Two Fingers Away
41852,Swiping Up
41853,Doing other things
41854,Turning Hand Counterclockwise
41857,Zooming In With Full Hand
41858,Zooming Out With Full Hand
41859,Zooming In With Full Hand
41860,Shaking Hand
41861,Doing other things
41862,Thumb Up
41863,Doing other things
41864,Swiping Right
41865,Sliding Two Fingers Right
41867,Doing other things
41868,Rolling Hand Forward
41869,Sliding Two Fingers Up
41870,Turning Hand Clockwise
41871,Zooming Out With Two Fingers
41873,Rolling Hand Backward
41874,Thumb Up
41875,Shaking Hand
41876,Pushing Hand Away
41877,Swiping Up
41878,Zooming Out With Full Hand
41880,Sliding Two Fingers Left
41881,Zooming In With Two Fingers
41882,Drumming Fingers
41883,Zooming Out With Full Hand
41884,Drumming Fingers
41885,Pulling Two Fingers In
41886,Shaking Hand
41887,Zooming Out With Full Hand
41888,Rolling Hand Backward
41889,Pulling Hand In
41890,Drumming Fingers
41891,Pulling Two Fingers In
41893,Swiping Down
41894,Turning Hand Counterclockwise
41896,Sliding Two Fingers Up
41899,Stop Sign
41900,Zooming In With Two Fingers
41902,Swiping Left
41903,Pushing Hand Away
41904,Zooming In With Full Hand
41905,Swiping Left
41906,Swiping Left
41907,Zooming In With Full Hand
41909,No gesture
41910,Turning Hand Clockwise
41911,Pushing Hand Away
41912,Turning Hand Clockwise
41913,Zooming In With Full Hand
41914,Pushing Hand Away
41915,Shaking Hand
41916,Pushing Hand Away
41917,Stop Sign
41918,Thumb Up
41919,Thumb Up
41920,Sliding Two Fingers Left
41921,Shaking Hand
41922,Sliding Two Fingers Left
41923,No gesture
41924,Sliding Two Fingers Up
41925,Stop Sign
41926,Zooming Out With Two Fingers
41927,Sliding Two Fingers Right
41928,Thumb Up
41929,Sliding Two Fingers Right
41930,Swiping Left
41932,Swiping Right
41933,Swiping Left
41935,Sliding Two Fingers Up
41936,Sliding Two Fingers Up
41937,Thumb Up
41938,Rolling Hand Backward
41939,Zooming Out With Two Fingers
41940,Sliding Two Fingers Up
41941,No gesture
41942,Rolling Hand Forward
41943,Thumb Down
41944,Zooming Out With Two Fingers
41945,Pushing Hand Away
41946,Thumb Down
41947,Swiping Right
41949,Rolling Hand Backward
41950,Doing other things
41951,Zooming Out With Full Hand
41952,Rolling Hand Forward
41953,Pulling Two Fingers In
41954,Drumming Fingers
41955,Drumming Fingers
41956,Doing other things
41957,Rolling Hand Forward
41958,Swiping Down
41959,Sliding Two Fingers Left
41960,Thumb Up
41961,Thumb Down
41962,Swiping Up
41963,Sliding Two Fingers Up
41964,Zooming Out With Full Hand
41965,Swiping Up
41966,Pulling Hand In
41967,Swiping Down
41968,Thumb Down
41969,Pulling Two Fingers In
41970,Pulling Two Fingers In
41971,Rolling Hand Backward
41972,Thumb Up
41973,Sliding Two Fingers Down
41974,Turning Hand Counterclockwise
41975,Stop Sign
41977,Pulling Two Fingers In
41978,Sliding Two Fingers Right
41979,Sliding Two Fingers Left
41980,Stop Sign
41981,Swiping Down
41982,Pulling Two Fingers In
41983,Sliding Two Fingers Up
41984,Turning Hand Clockwise
41985,Swiping Right
41986,Zooming In With Two Fingers
41987,Thumb Up
41988,No gesture
41989,Pushing Hand Away
41990,Stop Sign
41991,Drumming Fingers
41992,Doing other things
41993,Sliding Two Fingers Right
41994,Zooming Out With Two Fingers
41995,Pushing Hand Away
41996,Swiping Right
41997,Drumming Fingers
41998,Doing other things
42000,Swiping Down
42001,Doing other things
42003,No gesture
42004,Thumb Down
42005,Sliding Two Fingers Up
42006,Thumb Down
42008,Sliding Two Fingers Down
42009,Zooming In With Full Hand
42010,Pushing Hand Away
42011,Rolling Hand Backward
42012,Sliding Two Fingers Right
42013,Rolling Hand Forward
42014,Zooming Out With Two Fingers
42015,Pulling Hand In
42016,Turning Hand Clockwise
42017,Sliding Two Fingers Up
42018,Pulling Two Fingers In
42019,Shaking Hand
42020,Thumb Down
42021,Pulling Two Fingers In
42022,Pulling Two Fingers In
42023,Doing other things
42024,Pulling Two Fingers In
42025,Turning Hand Counterclockwise
42026,Zooming Out With Two Fingers
42027,Thumb Up
42029,Swiping Left
42030,Swiping Right
42031,Zooming In With Full Hand
42032,Sliding Two Fingers Right
42033,Zooming In With Two Fingers
42034,Drumming Fingers
42035,Rolling Hand Backward
42036,Thumb Up
42037,Zooming Out With Full Hand
42038,Swiping Up
42039,Swiping Up
42040,Shaking Hand
42041,Turning Hand Counterclockwise
42042,Sliding Two Fingers Left
42043,Pushing Two Fingers Away
42044,Rolling Hand Backward
42045,Thumb Up
42046,Doing other things
42047,Sliding Two Fingers Left
42048,Zooming Out With Full Hand
42049,Rolling Hand Forward
42050,Shaking Hand
42051,No gesture
42052,Zooming Out With Full Hand
42053,Sliding Two Fingers Right
42054,Swiping Down
42055,Zooming Out With Full Hand
42057,Doing other things
42058,Pulling Two Fingers In
42059,Doing other things
42060,Zooming Out With Full Hand
42061,Swiping Up
42062,Sliding Two Fingers Down
42063,Swiping Left
42064,Swiping Up
42065,Pulling Hand In
42066,Zooming Out With Two Fingers
42067,No gesture
42068,Rolling Hand Forward
42071,Turning Hand Counterclockwise
42072,Swiping Right
42073,Stop Sign
42074,Thumb Down
42075,Sliding Two Fingers Down
42076,Rolling Hand Backward
42077,Sliding Two Fingers Left
42078,Doing other things
42079,Swiping Up
42080,Stop Sign
42081,Sliding Two Fingers Up
42083,Zooming In With Two Fingers
42084,Turning Hand Counterclockwise
42086,Turning Hand Clockwise
42087,Rolling Hand Backward
42088,Sliding Two Fingers Down
42089,Pulling Two Fingers In
42090,Swiping Left
42091,Stop Sign
42092,Thumb Down
42093,Doing other things
42094,Thumb Up
42095,Rolling Hand Backward
42096,Doing other things
42097,Swiping Left
42098,Sliding Two Fingers Right
42099,Swiping Up
42100,Sliding Two Fingers Down
42101,Swiping Down
42102,Stop Sign
42103,Swiping Left
42104,Swiping Left
42105,Swiping Down
42106,Swiping Left
42107,Sliding Two Fingers Up
42109,Turning Hand Counterclockwise
42110,Sliding Two Fingers Left
42111,Sliding Two Fingers Left
42112,Zooming Out With Full Hand
42113,Doing other things
42114,Sliding Two Fingers Right
42115,Pulling Hand In
42116,Zooming Out With Two Fingers
42118,Zooming In With Two Fingers
42119,Zooming Out With Full Hand
42120,Turning Hand Counterclockwise
42121,Doing other things
42122,Zooming Out With Two Fingers
42123,Turning Hand Clockwise
42124,Sliding Two Fingers Left
42125,Doing other things
42126,Pulling Hand In
42127,Sliding Two Fingers Right
42128,Sliding Two Fingers Down
42129,Rolling Hand Backward
42130,Doing other things
42131,Sliding Two Fingers Down
42132,Zooming Out With Full Hand
42133,Turning Hand Clockwise
42134,Shaking Hand
42135,Swiping Left
42136,Stop Sign
42137,Zooming Out With Two Fingers
42138,Rolling Hand Backward
42140,Pushing Hand Away
42143,Doing other things
42144,Pulling Two Fingers In
42145,Pulling Two Fingers In
42146,Doing other things
42147,Pushing Hand Away
42148,Rolling Hand Backward
42149,Turning Hand Clockwise
42150,Doing other things
42151,Swiping Up
42152,Sliding Two Fingers Left
42153,Turning Hand Clockwise
42154,Pushing Hand Away
42155,No gesture
42156,Pulling Two Fingers In
42157,Swiping Up
42158,Rolling Hand Backward
42159,Swiping Up
42160,Pulling Two Fingers In
42161,Turning Hand Counterclockwise
42162,Sliding Two Fingers Down
42163,Zooming In With Two Fingers
42164,Thumb Up
42165,Turning Hand Clockwise
42166,Turning Hand Counterclockwise
42169,Stop Sign
42170,Doing other things
42171,Swiping Right
42172,Rolling Hand Backward
42173,Zooming Out With Full Hand
42174,Shaking Hand
42175,Pulling Hand In
42176,Pushing Two Fingers Away
42177,Swiping Right
42178,Doing other things
42179,Swiping Right
42180,Pulling Two Fingers In
42181,Zooming Out With Two Fingers
42182,Rolling Hand Forward
42183,Turning Hand Counterclockwise
42184,Stop Sign
42185,Sliding Two Fingers Up
42186,Doing other things
42187,Pulling Hand In
42188,Sliding Two Fingers Down
42189,Doing other things
42190,Zooming In With Two Fingers
42192,Thumb Up
42194,Doing other things
42195,Zooming In With Two Fingers
42196,Zooming Out With Two Fingers
42197,Rolling Hand Forward
42198,Turning Hand Clockwise
42199,Sliding Two Fingers Down
42200,Zooming Out With Full Hand
42201,Drumming Fingers
42202,Zooming Out With Two Fingers
42203,Zooming In With Two Fingers
42204,Stop Sign
42205,Sliding Two Fingers Up
42206,Doing other things
42207,Zooming Out With Full Hand
42208,Pushing Two Fingers Away
42211,Swiping Up
42212,Stop Sign
42213,Drumming Fingers
42215,Shaking Hand
42217,Pushing Two Fingers Away
42218,Zooming Out With Full Hand
42219,Sliding Two Fingers Right
42220,No gesture
42221,Sliding Two Fingers Up
42223,Sliding Two Fingers Right
42224,Pushing Two Fingers Away
42225,Doing other things
42227,Zooming Out With Full Hand
42228,Zooming Out With Full Hand
42229,Rolling Hand Forward
42232,Swiping Up
42233,Sliding Two Fingers Right
42234,Sliding Two Fingers Down
42235,Sliding Two Fingers Up
42236,Turning Hand Clockwise
42237,Thumb Down
42238,Swiping Up
42239,Drumming Fingers
42240,Pulling Hand In
42241,Sliding Two Fingers Left
42242,Swiping Left
42243,Sliding Two Fingers Up
42245,Zooming In With Full Hand
42246,Drumming Fingers
42247,Pushing Hand Away
42248,Shaking Hand
42249,Swiping Left
42250,Drumming Fingers
42251,Swiping Right
42252,Swiping Down
42253,Rolling Hand Backward
42255,Swiping Right
42256,Sliding Two Fingers Down
42257,Swiping Up
42258,Sliding Two Fingers Up
42259,Doing other things
42260,Swiping Right
42261,Zooming In With Full Hand
42262,Drumming Fingers
42263,Zooming Out With Two Fingers
42264,Doing other things
42265,Swiping Down
42266,Zooming In With Two Fingers
42267,Sliding Two Fingers Left
42268,Pushing Two Fingers Away
42269,Shaking Hand
42270,Shaking Hand
42271,Sliding Two Fingers Down
42272,Zooming In With Two Fingers
42273,Sliding Two Fingers Right
42274,Swiping Down
42275,Swiping Right
42276,Sliding Two Fingers Right
42277,Swiping Right
42278,Stop Sign
42279,Pushing Hand Away
42280,Zooming In With Two Fingers
42281,Rolling Hand Forward
42282,Swiping Right
42283,Zooming In With Two Fingers
42284,Thumb Up
42286,Sliding Two Fingers Left
42287,Swiping Up
42288,Pulling Two Fingers In
42289,Sliding Two Fingers Down
42290,Zooming In With Two Fingers
42291,Pulling Two Fingers In
42292,Sliding Two Fingers Up
42293,Thumb Up
42294,Sliding Two Fingers Right
42297,Turning Hand Clockwise
42298,Pulling Hand In
42299,Swiping Left
42300,Rolling Hand Forward
42301,Doing other things
42302,Sliding Two Fingers Up
42303,Doing other things
42304,Zooming In With Full Hand
42305,Zooming In With Full Hand
42306,Pushing Hand Away
42307,Swiping Down
42308,Zooming In With Two Fingers
42309,Sliding Two Fingers Right
42310,Rolling Hand Backward
42311,Zooming Out With Two Fingers
42312,Thumb Down
42314,Doing other things
42315,Sliding Two Fingers Right
42316,Swiping Down
42317,Pushing Hand Away
42318,Pulling Two Fingers In
42319,Pulling Hand In
42320,Rolling Hand Forward
42321,Thumb Up
42322,Turning Hand Counterclockwise
42323,Stop Sign
42324,Doing other things
42325,Sliding Two Fingers Left
42326,Zooming Out With Two Fingers
42327,Swiping Left
42328,Stop Sign
42329,Zooming In With Full Hand
42330,Doing other things
42332,Sliding Two Fingers Down
42333,Zooming Out With Two Fingers
42334,Rolling Hand Backward
42335,Swiping Up
42336,Rolling Hand Backward
42337,Sliding Two Fingers Down
42338,Stop Sign
42339,Rolling Hand Forward
42340,Thumb Down
42341,Doing other things
42342,Swiping Right
42343,Sliding Two Fingers Up
42344,Pushing Two Fingers Away
42345,Doing other things
42346,Swiping Down
42347,Rolling Hand Backward
42348,Sliding Two Fingers Down
42349,No gesture
42350,Sliding Two Fingers Up
42352,Doing other things
42353,No gesture
42354,Turning Hand Clockwise
42355,Pushing Two Fingers Away
42356,No gesture
42357,Zooming In With Two Fingers
42358,Zooming In With Two Fingers
42360,Sliding Two Fingers Right
42361,Doing other things
42362,Zooming Out With Two Fingers
42363,Doing other things
42364,Stop Sign
42365,Turning Hand Counterclockwise
42366,Zooming Out With Two Fingers
42367,Pulling Hand In
42369,Sliding Two Fingers Down
42371,Doing other things
42372,Sliding Two Fingers Right
42373,Doing other things
